candidate_id,had_skills_on_file,strategy,n_recommendations,n_relevant_actions,any_relevant_action
newcand_90,True,content_popularity_blend,10,6,True
newcand_91,True,content_popularity_blend,10,2,True
newcand_92,True,content_popularity_blend,10,5,True
newcand_93,True,content_popularity_blend,10,2,True
newcand_94,True,content_popularity_blend,10,3,True
newcand_95,True,content_popularity_blend,10,5,True
newcand_96,True,content_popularity_blend,10,5,True
newcand_97,True,content_popularity_blend,10,1,True
newcand_98,True,content_popularity_blend,10,2,True
newcand_99,True,content_popularity_blend,10,3,True
newcand_100,True,content_popularity_blend,10,5,True
newcand_101,True,content_popularity_blend,10,5,True
newcand_102,True,content_popularity_blend,10,2,True
newcand_103,True,content_popularity_blend,10,3,True
newcand_104,True,content_popularity_blend,10,3,True
newcand_105,True,content_popularity_blend,10,2,True
newcand_106,True,content_popularity_blend,10,4,True
newcand_107,True,content_popularity_blend,10,2,True
newcand_108,True,content_popularity_blend,10,5,True
newcand_109,True,content_popularity_blend,10,4,True
newcand_110,True,content_popularity_blend,10,2,True
newcand_111,True,content_popularity_blend,10,3,True
newcand_112,True,content_popularity_blend,10,2,True
newcand_113,True,content_popularity_blend,10,5,True
newcand_114,True,content_popularity_blend,10,4,True
newcand_115,True,content_popularity_blend,10,2,True
newcand_116,True,content_popularity_blend,10,3,True
newcand_117,True,content_popularity_blend,10,4,True
newcand_118,True,content_popularity_blend,10,3,True
newcand_119,True,content_popularity_blend,10,2,True
newcand_120,True,content_popularity_blend,10,5,True
newcand_121,True,content_popularity_blend,10,6,True
newcand_122,True,content_popularity_blend,10,5,True
newcand_123,True,content_popularity_blend,10,5,True
newcand_124,True,content_popularity_blend,10,1,True
newcand_125,True,content_popularity_blend,10,0,False
newcand_126,True,content_popularity_blend,10,2,True
newcand_127,False,popularity_fallback_no_skills,10,0,False
newcand_128,True,content_popularity_blend,10,3,True
newcand_129,True,content_popularity_blend,10,2,True
newcand_130,True,content_popularity_blend,10,3,True
newcand_131,True,content_popularity_blend,10,3,True
newcand_132,True,content_popularity_blend,10,1,True
newcand_133,True,content_popularity_blend,10,6,True
newcand_134,True,content_popularity_blend,10,1,True
newcand_135,True,content_popularity_blend,10,3,True
newcand_136,True,content_popularity_blend,10,2,True
newcand_137,True,content_popularity_blend,10,0,False
newcand_138,True,content_popularity_blend,10,1,True
newcand_139,True,content_popularity_blend,10,1,True
newcand_140,True,content_popularity_blend,10,2,True
newcand_141,True,content_popularity_blend,10,2,True
newcand_142,True,content_popularity_blend,10,1,True
newcand_143,True,content_popularity_blend,10,3,True
newcand_144,False,popularity_fallback_no_skills,10,0,False
newcand_145,True,content_popularity_blend,10,2,True
newcand_146,True,content_popularity_blend,10,3,True
newcand_147,True,content_popularity_blend,10,4,True
newcand_148,True,content_popularity_blend,10,4,True
newcand_149,True,content_popularity_blend,10,1,True
newcand_150,True,content_popularity_blend,10,2,True
newcand_151,True,content_popularity_blend,10,0,False
newcand_152,True,content_popularity_blend,10,2,True
newcand_153,True,content_popularity_blend,10,3,True
newcand_154,True,content_popularity_blend,10,2,True
newcand_155,True,content_popularity_blend,10,3,True
newcand_156,True,content_popularity_blend,10,4,True
newcand_157,True,content_popularity_blend,10,2,True
newcand_158,True,content_popularity_blend,10,4,True
newcand_159,True,content_popularity_blend,10,1,True
newcand_160,True,content_popularity_blend,10,0,False
newcand_161,True,content_popularity_blend,10,1,True
newcand_162,True,content_popularity_blend,10,2,True
newcand_163,True,content_popularity_blend,10,2,True
newcand_164,True,content_popularity_blend,10,2,True
newcand_165,True,content_popularity_blend,10,3,True
newcand_166,True,content_popularity_blend,10,2,True
newcand_167,True,content_popularity_blend,10,4,True
newcand_168,True,content_popularity_blend,10,1,True
newcand_169,True,content_popularity_blend,10,4,True
newcand_170,True,content_popularity_blend,10,6,True
newcand_171,True,content_popularity_blend,10,3,True
newcand_172,True,content_popularity_blend,10,2,True
newcand_173,True,content_popularity_blend,10,2,True
newcand_174,True,content_popularity_blend,10,5,True
newcand_175,True,content_popularity_blend,10,3,True
newcand_176,True,content_popularity_blend,10,3,True
newcand_177,True,content_popularity_blend,10,0,False
newcand_178,True,content_popularity_blend,10,6,True
newcand_179,True,content_popularity_blend,10,2,True
newcand_180,True,content_popularity_blend,10,4,True
newcand_181,True,content_popularity_blend,10,0,False
newcand_182,True,content_popularity_blend,10,1,True
newcand_183,True,content_popularity_blend,10,1,True
newcand_184,True,content_popularity_blend,10,5,True
newcand_185,True,content_popularity_blend,10,3,True
newcand_186,True,content_popularity_blend,10,3,True
newcand_187,True,content_popularity_blend,10,2,True
newcand_188,False,popularity_fallback_no_skills,10,0,False
newcand_189,True,content_popularity_blend,10,1,True
newcand_190,True,content_popularity_blend,10,5,True
newcand_191,True,content_popularity_blend,10,1,True
newcand_192,True,content_popularity_blend,10,1,True
newcand_193,True,content_popularity_blend,10,1,True
newcand_194,True,content_popularity_blend,10,1,True
newcand_195,True,content_popularity_blend,10,4,True
newcand_196,True,content_popularity_blend,10,2,True
newcand_197,False,popularity_fallback_no_skills,10,1,True
newcand_198,True,content_popularity_blend,10,3,True
newcand_199,True,content_popularity_blend,10,3,True
newcand_200,True,content_popularity_blend,10,3,True
newcand_201,True,content_popularity_blend,10,2,True
newcand_202,True,content_popularity_blend,10,1,True
newcand_203,True,content_popularity_blend,10,6,True
newcand_204,True,content_popularity_blend,10,1,True
newcand_205,True,content_popularity_blend,10,2,True
newcand_206,True,content_popularity_blend,10,3,True
newcand_207,True,content_popularity_blend,10,3,True
newcand_208,True,content_popularity_blend,10,4,True
newcand_209,True,content_popularity_blend,10,1,True
newcand_210,True,content_popularity_blend,10,2,True
newcand_211,True,content_popularity_blend,10,4,True
newcand_212,True,content_popularity_blend,10,2,True
newcand_213,True,content_popularity_blend,10,2,True
newcand_214,True,content_popularity_blend,10,1,True
newcand_215,False,popularity_fallback_no_skills,10,0,False
newcand_216,True,content_popularity_blend,10,5,True
newcand_217,True,content_popularity_blend,10,5,True
newcand_218,True,content_popularity_blend,10,2,True
newcand_219,False,popularity_fallback_no_skills,10,0,False
newcand_220,True,content_popularity_blend,10,5,True
newcand_221,True,content_popularity_blend,10,4,True
newcand_222,True,content_popularity_blend,10,1,True
newcand_223,True,content_popularity_blend,10,4,True
newcand_224,True,content_popularity_blend,10,4,True
newcand_225,True,content_popularity_blend,10,4,True
newcand_226,True,content_popularity_blend,10,2,True
newcand_227,True,content_popularity_blend,10,3,True
newcand_228,True,content_popularity_blend,10,6,True
newcand_229,False,popularity_fallback_no_skills,10,0,False
newcand_230,True,content_popularity_blend,10,4,True
newcand_231,True,content_popularity_blend,10,3,True
newcand_232,False,popularity_fallback_no_skills,10,1,True
newcand_233,True,content_popularity_blend,10,1,True
newcand_234,True,content_popularity_blend,10,6,True
newcand_235,True,content_popularity_blend,10,1,True
newcand_236,True,content_popularity_blend,10,1,True
newcand_237,True,content_popularity_blend,10,2,True
newcand_238,True,content_popularity_blend,10,4,True
newcand_239,True,content_popularity_blend,10,1,True
newcand_240,True,content_popularity_blend,10,2,True
newcand_241,True,content_popularity_blend,10,3,True
newcand_242,True,content_popularity_blend,10,2,True
newcand_243,True,content_popularity_blend,10,3,True
newcand_244,True,content_popularity_blend,10,2,True
newcand_245,False,popularity_fallback_no_skills,10,0,False
newcand_246,True,content_popularity_blend,10,2,True
newcand_247,True,content_popularity_blend,10,3,True
newcand_248,False,popularity_fallback_no_skills,10,0,False
newcand_249,True,content_popularity_blend,10,3,True
newcand_250,True,content_popularity_blend,10,3,True
newcand_251,True,content_popularity_blend,10,2,True
newcand_252,True,content_popularity_blend,10,4,True
newcand_253,True,content_popularity_blend,10,4,True
newcand_254,True,content_popularity_blend,10,4,True
newcand_255,True,content_popularity_blend,10,5,True
newcand_256,True,content_popularity_blend,10,0,False
newcand_257,True,content_popularity_blend,10,1,True
newcand_258,True,content_popularity_blend,10,2,True
newcand_259,True,content_popularity_blend,10,2,True
newcand_260,True,content_popularity_blend,10,7,True
newcand_261,True,content_popularity_blend,10,5,True
newcand_262,True,content_popularity_blend,10,3,True
newcand_263,True,content_popularity_blend,10,4,True
newcand_264,False,popularity_fallback_no_skills,10,0,False
newcand_265,True,content_popularity_blend,10,3,True
newcand_266,True,content_popularity_blend,10,3,True
newcand_267,False,popularity_fallback_no_skills,10,2,True
newcand_268,True,content_popularity_blend,10,1,True
newcand_269,True,content_popularity_blend,10,3,True
newcand_270,True,content_popularity_blend,10,1,True
newcand_271,True,content_popularity_blend,10,3,True
newcand_272,False,popularity_fallback_no_skills,10,3,True
newcand_273,True,content_popularity_blend,10,5,True
newcand_274,True,content_popularity_blend,10,4,True
newcand_275,True,content_popularity_blend,10,4,True
newcand_276,True,content_popularity_blend,10,1,True
newcand_277,True,content_popularity_blend,10,1,True
newcand_278,False,popularity_fallback_no_skills,10,0,False
newcand_279,True,content_popularity_blend,10,5,True
newcand_280,True,content_popularity_blend,10,6,True
newcand_281,True,content_popularity_blend,10,2,True
newcand_282,True,content_popularity_blend,10,4,True
newcand_283,True,content_popularity_blend,10,3,True
newcand_284,False,popularity_fallback_no_skills,10,0,False
newcand_285,True,content_popularity_blend,10,3,True
newcand_286,True,content_popularity_blend,10,2,True
newcand_287,True,content_popularity_blend,10,3,True
newcand_288,True,content_popularity_blend,10,3,True
newcand_289,True,content_popularity_blend,10,4,True
newcand_290,True,content_popularity_blend,10,4,True
newcand_291,True,content_popularity_blend,10,4,True
newcand_292,False,popularity_fallback_no_skills,10,0,False
newcand_293,True,content_popularity_blend,10,3,True
newcand_294,True,content_popularity_blend,10,3,True
newcand_295,True,content_popularity_blend,10,3,True
newcand_296,True,content_popularity_blend,10,2,True
newcand_297,True,content_popularity_blend,10,4,True
newcand_298,False,popularity_fallback_no_skills,10,2,True
newcand_299,True,content_popularity_blend,10,4,True
newcand_300,True,content_popularity_blend,10,1,True
newcand_301,True,content_popularity_blend,10,1,True
newcand_302,True,content_popularity_blend,10,3,True
newcand_303,True,content_popularity_blend,10,3,True
newcand_304,True,content_popularity_blend,10,3,True
newcand_305,True,content_popularity_blend,10,4,True
newcand_306,False,popularity_fallback_no_skills,10,3,True
newcand_307,True,content_popularity_blend,10,3,True
newcand_308,True,content_popularity_blend,10,3,True
newcand_309,True,content_popularity_blend,10,3,True
newcand_310,True,content_popularity_blend,10,3,True
newcand_311,True,content_popularity_blend,10,1,True
newcand_312,False,popularity_fallback_no_skills,10,1,True
newcand_313,True,content_popularity_blend,10,3,True
newcand_314,False,popularity_fallback_no_skills,10,0,False
newcand_315,True,content_popularity_blend,10,2,True
newcand_316,True,content_popularity_blend,10,4,True
newcand_317,True,content_popularity_blend,10,4,True
newcand_318,True,content_popularity_blend,10,3,True
newcand_319,True,content_popularity_blend,10,5,True
newcand_320,True,content_popularity_blend,10,3,True
newcand_321,True,content_popularity_blend,10,4,True
newcand_322,True,content_popularity_blend,10,2,True
newcand_323,True,content_popularity_blend,10,3,True
newcand_324,True,content_popularity_blend,10,2,True
newcand_325,True,content_popularity_blend,10,4,True
newcand_326,True,content_popularity_blend,10,1,True
newcand_327,True,content_popularity_blend,10,3,True
newcand_328,True,content_popularity_blend,10,3,True
newcand_329,True,content_popularity_blend,10,1,True
newcand_330,True,content_popularity_blend,10,2,True
newcand_331,True,content_popularity_blend,10,0,False
newcand_332,False,popularity_fallback_no_skills,10,1,True
newcand_333,True,content_popularity_blend,10,3,True
newcand_334,True,content_popularity_blend,10,5,True
newcand_335,True,content_popularity_blend,10,2,True
newcand_336,True,content_popularity_blend,10,3,True
newcand_337,True,content_popularity_blend,10,3,True
newcand_338,True,content_popularity_blend,10,2,True
newcand_339,True,content_popularity_blend,10,5,True
newcand_340,True,content_popularity_blend,10,1,True
newcand_341,True,content_popularity_blend,10,5,True
newcand_342,True,content_popularity_blend,10,3,True
newcand_343,True,content_popularity_blend,10,6,True
newcand_344,True,content_popularity_blend,10,4,True
newcand_345,True,content_popularity_blend,10,2,True
newcand_346,True,content_popularity_blend,10,1,True
newcand_347,True,content_popularity_blend,10,4,True
newcand_348,False,popularity_fallback_no_skills,10,1,True
newcand_349,True,content_popularity_blend,10,5,True
newcand_350,True,content_popularity_blend,10,3,True
newcand_351,True,content_popularity_blend,10,5,True
newcand_352,True,content_popularity_blend,10,2,True
newcand_353,True,content_popularity_blend,10,5,True
newcand_354,True,content_popularity_blend,10,1,True
newcand_355,True,content_popularity_blend,10,2,True
newcand_356,True,content_popularity_blend,10,2,True
newcand_357,True,content_popularity_blend,10,4,True
newcand_358,True,content_popularity_blend,10,2,True
newcand_359,True,content_popularity_blend,10,1,True
newcand_360,True,content_popularity_blend,10,4,True
newcand_361,True,content_popularity_blend,10,1,True
newcand_362,True,content_popularity_blend,10,2,True
newcand_363,True,content_popularity_blend,10,3,True
newcand_364,False,popularity_fallback_no_skills,10,0,False
newcand_365,True,content_popularity_blend,10,4,True
newcand_366,True,content_popularity_blend,10,5,True
newcand_367,True,content_popularity_blend,10,2,True
newcand_368,True,content_popularity_blend,10,2,True
newcand_369,True,content_popularity_blend,10,1,True
newcand_370,True,content_popularity_blend,10,2,True
newcand_371,True,content_popularity_blend,10,3,True
newcand_372,True,content_popularity_blend,10,4,True
newcand_373,True,content_popularity_blend,10,5,True
newcand_374,True,content_popularity_blend,10,3,True
newcand_375,True,content_popularity_blend,10,1,True
newcand_376,True,content_popularity_blend,10,3,True
newcand_377,False,popularity_fallback_no_skills,10,1,True
newcand_378,True,content_popularity_blend,10,4,True
newcand_379,True,content_popularity_blend,10,2,True
newcand_380,True,content_popularity_blend,10,4,True
newcand_381,True,content_popularity_blend,10,2,True
newcand_382,True,content_popularity_blend,10,3,True
newcand_383,True,content_popularity_blend,10,3,True
newcand_384,False,popularity_fallback_no_skills,10,0,False
newcand_385,True,content_popularity_blend,10,2,True
newcand_386,True,content_popularity_blend,10,2,True
newcand_387,True,content_popularity_blend,10,1,True
newcand_388,True,content_popularity_blend,10,3,True
newcand_389,True,content_popularity_blend,10,4,True
newcand_390,True,content_popularity_blend,10,3,True
newcand_391,True,content_popularity_blend,10,3,True
newcand_392,True,content_popularity_blend,10,1,True
newcand_393,True,content_popularity_blend,10,2,True
newcand_394,True,content_popularity_blend,10,3,True
newcand_395,True,content_popularity_blend,10,3,True
newcand_396,True,content_popularity_blend,10,3,True
newcand_397,True,content_popularity_blend,10,0,False
newcand_398,True,content_popularity_blend,10,3,True
newcand_399,True,content_popularity_blend,10,1,True
newcand_400,True,content_popularity_blend,10,2,True
newcand_401,True,content_popularity_blend,10,0,False
newcand_402,True,content_popularity_blend,10,3,True
newcand_403,True,content_popularity_blend,10,3,True
newcand_404,True,content_popularity_blend,10,2,True
newcand_405,False,popularity_fallback_no_skills,10,0,False
newcand_406,True,content_popularity_blend,10,3,True
newcand_407,True,content_popularity_blend,10,4,True
newcand_408,True,content_popularity_blend,10,6,True
newcand_409,True,content_popularity_blend,10,2,True
newcand_410,True,content_popularity_blend,10,1,True
newcand_411,True,content_popularity_blend,10,3,True
newcand_412,True,content_popularity_blend,10,4,True
newcand_413,True,content_popularity_blend,10,5,True
newcand_414,True,content_popularity_blend,10,4,True
newcand_415,True,content_popularity_blend,10,1,True
newcand_416,True,content_popularity_blend,10,3,True
newcand_417,True,content_popularity_blend,10,2,True
newcand_418,True,content_popularity_blend,10,4,True
newcand_419,True,content_popularity_blend,10,5,True
newcand_420,True,content_popularity_blend,10,4,True
newcand_421,True,content_popularity_blend,10,1,True
newcand_422,True,content_popularity_blend,10,7,True
newcand_423,False,popularity_fallback_no_skills,10,0,False
newcand_424,True,content_popularity_blend,10,2,True
newcand_425,True,content_popularity_blend,10,2,True
newcand_426,True,content_popularity_blend,10,4,True
newcand_427,True,content_popularity_blend,10,1,True
newcand_428,True,content_popularity_blend,10,4,True
newcand_429,True,content_popularity_blend,10,4,True
newcand_430,True,content_popularity_blend,10,2,True
newcand_431,True,content_popularity_blend,10,3,True
newcand_432,True,content_popularity_blend,10,2,True
newcand_433,True,content_popularity_blend,10,3,True
newcand_434,False,popularity_fallback_no_skills,10,0,False
newcand_435,True,content_popularity_blend,10,1,True
newcand_436,True,content_popularity_blend,10,2,True
newcand_437,True,content_popularity_blend,10,5,True
newcand_438,True,content_popularity_blend,10,1,True
newcand_439,True,content_popularity_blend,10,2,True
newcand_440,True,content_popularity_blend,10,3,True
newcand_441,True,content_popularity_blend,10,2,True
newcand_442,True,content_popularity_blend,10,6,True
newcand_443,True,content_popularity_blend,10,3,True
newcand_444,True,content_popularity_blend,10,2,True
newcand_445,True,content_popularity_blend,10,6,True
newcand_446,True,content_popularity_blend,10,3,True
newcand_447,True,content_popularity_blend,10,3,True
newcand_448,True,content_popularity_blend,10,5,True
newcand_449,True,content_popularity_blend,10,0,False
newcand_450,True,content_popularity_blend,10,3,True
newcand_451,True,content_popularity_blend,10,2,True
newcand_452,True,content_popularity_blend,10,1,True
newcand_453,True,content_popularity_blend,10,2,True
newcand_454,True,content_popularity_blend,10,3,True
newcand_455,True,content_popularity_blend,10,2,True
newcand_456,False,popularity_fallback_no_skills,10,1,True
newcand_457,True,content_popularity_blend,10,2,True
newcand_458,True,content_popularity_blend,10,1,True
newcand_459,True,content_popularity_blend,10,3,True
newcand_460,True,content_popularity_blend,10,4,True
newcand_461,True,content_popularity_blend,10,3,True
newcand_462,True,content_popularity_blend,10,0,False
newcand_463,True,content_popularity_blend,10,2,True
newcand_464,True,content_popularity_blend,10,4,True
newcand_465,True,content_popularity_blend,10,5,True
newcand_466,True,content_popularity_blend,10,2,True
newcand_467,True,content_popularity_blend,10,2,True
newcand_468,True,content_popularity_blend,10,3,True
newcand_469,True,content_popularity_blend,10,6,True
newcand_470,False,popularity_fallback_no_skills,10,0,False
newcand_471,True,content_popularity_blend,10,3,True
newcand_472,True,content_popularity_blend,10,3,True
newcand_473,True,content_popularity_blend,10,3,True
newcand_474,True,content_popularity_blend,10,2,True
newcand_475,True,content_popularity_blend,10,1,True
newcand_476,True,content_popularity_blend,10,0,False
newcand_477,False,popularity_fallback_no_skills,10,2,True
newcand_478,True,content_popularity_blend,10,1,True
newcand_479,True,content_popularity_blend,10,1,True
newcand_480,True,content_popularity_blend,10,3,True
newcand_481,True,content_popularity_blend,10,2,True
newcand_482,False,popularity_fallback_no_skills,10,0,False
newcand_483,True,content_popularity_blend,10,3,True
newcand_484,True,content_popularity_blend,10,3,True
newcand_485,True,content_popularity_blend,10,5,True
newcand_486,True,content_popularity_blend,10,4,True
newcand_487,True,content_popularity_blend,10,2,True
newcand_488,True,content_popularity_blend,10,0,False
newcand_489,True,content_popularity_blend,10,0,False
newcand_490,True,content_popularity_blend,10,2,True
newcand_491,True,content_popularity_blend,10,4,True
newcand_492,True,content_popularity_blend,10,2,True
newcand_493,True,content_popularity_blend,10,4,True
newcand_494,True,content_popularity_blend,10,3,True
newcand_495,True,content_popularity_blend,10,4,True
newcand_496,True,content_popularity_blend,10,1,True
newcand_497,True,content_popularity_blend,10,3,True
newcand_498,True,content_popularity_blend,10,5,True
newcand_499,True,content_popularity_blend,10,3,True
newcand_500,True,content_popularity_blend,10,4,True
newcand_501,False,popularity_fallback_no_skills,10,0,False
newcand_502,True,content_popularity_blend,10,2,True
newcand_503,True,content_popularity_blend,10,4,True
newcand_504,True,content_popularity_blend,10,4,True
newcand_505,True,content_popularity_blend,10,2,True
newcand_506,False,popularity_fallback_no_skills,10,1,True
newcand_507,True,content_popularity_blend,10,3,True
newcand_508,True,content_popularity_blend,10,2,True
newcand_509,True,content_popularity_blend,10,3,True
newcand_510,True,content_popularity_blend,10,3,True
newcand_511,True,content_popularity_blend,10,0,False
newcand_512,True,content_popularity_blend,10,3,True
newcand_513,True,content_popularity_blend,10,5,True
newcand_514,True,content_popularity_blend,10,2,True
newcand_515,True,content_popularity_blend,10,5,True
newcand_516,True,content_popularity_blend,10,3,True
newcand_517,True,content_popularity_blend,10,3,True
newcand_518,True,content_popularity_blend,10,2,True
newcand_519,True,content_popularity_blend,10,1,True
newcand_520,True,content_popularity_blend,10,2,True
newcand_521,False,popularity_fallback_no_skills,10,0,False
newcand_522,True,content_popularity_blend,10,4,True
newcand_523,True,content_popularity_blend,10,3,True
newcand_524,True,content_popularity_blend,10,2,True
newcand_525,False,popularity_fallback_no_skills,10,1,True
newcand_526,True,content_popularity_blend,10,2,True
newcand_527,True,content_popularity_blend,10,4,True
newcand_528,True,content_popularity_blend,10,3,True
newcand_529,False,popularity_fallback_no_skills,10,0,False
newcand_530,True,content_popularity_blend,10,1,True
newcand_531,True,content_popularity_blend,10,2,True
newcand_532,True,content_popularity_blend,10,8,True
newcand_533,True,content_popularity_blend,10,1,True
newcand_534,False,popularity_fallback_no_skills,10,0,False
newcand_535,True,content_popularity_blend,10,3,True
newcand_536,True,content_popularity_blend,10,4,True
newcand_537,True,content_popularity_blend,10,2,True
newcand_538,True,content_popularity_blend,10,3,True
newcand_539,True,content_popularity_blend,10,4,True
newcand_540,True,content_popularity_blend,10,4,True
newcand_541,True,content_popularity_blend,10,3,True
newcand_542,True,content_popularity_blend,10,3,True
newcand_543,True,content_popularity_blend,10,2,True
newcand_544,True,content_popularity_blend,10,4,True
newcand_545,True,content_popularity_blend,10,1,True
newcand_546,True,content_popularity_blend,10,2,True
newcand_547,True,content_popularity_blend,10,1,True
newcand_548,False,popularity_fallback_no_skills,10,1,True
newcand_549,True,content_popularity_blend,10,1,True
newcand_550,True,content_popularity_blend,10,2,True
newcand_551,True,content_popularity_blend,10,4,True
newcand_552,False,popularity_fallback_no_skills,10,0,False
newcand_553,True,content_popularity_blend,10,1,True
newcand_554,False,popularity_fallback_no_skills,10,1,True
newcand_555,True,content_popularity_blend,10,2,True
newcand_556,True,content_popularity_blend,10,4,True
newcand_557,True,content_popularity_blend,10,7,True
newcand_558,True,content_popularity_blend,10,3,True
newcand_559,True,content_popularity_blend,10,3,True
newcand_560,True,content_popularity_blend,10,4,True
newcand_561,True,content_popularity_blend,10,3,True
newcand_562,True,content_popularity_blend,10,5,True
newcand_563,True,content_popularity_blend,10,2,True
newcand_564,False,popularity_fallback_no_skills,10,1,True
newcand_565,False,popularity_fallback_no_skills,10,1,True
newcand_566,True,content_popularity_blend,10,3,True
newcand_567,True,content_popularity_blend,10,4,True
newcand_568,True,content_popularity_blend,10,4,True
newcand_569,True,content_popularity_blend,10,3,True
newcand_570,True,content_popularity_blend,10,4,True
newcand_571,True,content_popularity_blend,10,4,True
newcand_572,False,popularity_fallback_no_skills,10,1,True
newcand_573,True,content_popularity_blend,10,2,True
newcand_574,True,content_popularity_blend,10,4,True
newcand_575,True,content_popularity_blend,10,0,False
newcand_576,True,content_popularity_blend,10,4,True
newcand_577,True,content_popularity_blend,10,3,True
newcand_578,True,content_popularity_blend,10,1,True
newcand_579,True,content_popularity_blend,10,2,True
newcand_580,True,content_popularity_blend,10,2,True
newcand_581,True,content_popularity_blend,10,3,True
newcand_582,True,content_popularity_blend,10,5,True
newcand_583,True,content_popularity_blend,10,3,True
newcand_584,True,content_popularity_blend,10,2,True
newcand_585,True,content_popularity_blend,10,4,True
newcand_586,False,popularity_fallback_no_skills,10,1,True
newcand_587,True,content_popularity_blend,10,0,False
newcand_588,True,content_popularity_blend,10,4,True
newcand_589,True,content_popularity_blend,10,2,True
newcand_590,True,content_popularity_blend,10,4,True
newcand_591,True,content_popularity_blend,10,6,True
newcand_592,True,content_popularity_blend,10,5,True
newcand_593,True,content_popularity_blend,10,2,True
newcand_594,False,popularity_fallback_no_skills,10,1,True
